,名次,馬號,馬名,騎師,練馬師,實際負磅,排位體重,檔位,頭馬距離,沿途走位,完成時間,獨贏賠率,Date,RaceNo,Venue,Class,Distance,VenueCondition,RaceStakes,WinnerNo,nHorse,Winner,PLACE
13,14,9,童話(B238),黃皓楠,徐雨石,118,1142,6,12-3/4,10 11 13 14,1:39.87,50.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
6,7,10,天天精彩(C414),蔡明紹,告東尼,120,1138,1,3-1/4,4 4 2 7,1:38.36,14.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
12,13,11,元朗之星(C303),梁家俊,文家良,120,1118,5,12-3/4,2 2 6 13,1:39.85,10.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
0,1,12,源源動力(D014),潘明輝,羅富全,116,1138,7,-,1 1 1 1,1:37.82,5.1,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,True,True
10,11,13,金津一號(D306),賀銘年,丁冠豪,118,1045,9,7-1/4,3 3 4 11,1:38.97,46.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
4,5,14,勝意龍(E253),波健士,蘇偉賢,117,1130,10,3,12 12 9 5,1:38.28,13.0,2021-12-05,9,沙田,第三班,1650米,好地,"HK$ 1,570,000",12,14,False,False
11,12,1,金期莊家(D342),連達文,鄭俊偉,133,1050,6,11,5 4 3 12,1:42.35,19.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
9,10,2,開心大師(B222),霍宏聲,霍利時,133,1121,9,8-3/4,11 12 10 10,1:42.01,14.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
8,9,3,好友無敵(A217),黎海榮,文家良,132,1095,8,7,10 11 12 9,1:41.72,24.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
1,2,4,快利寶(A320),巴度,高伯新,132,1094,5,2-1/4,8 8 6 2,1:40.97,5.1,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,True
7,8,5,川河進駒(E215),梁家俊,蘇保羅,132,1040,2,5-3/4,6 7 11 8,1:41.53,29.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
5,6,6,樂天派(E166),薛恩,大衛希斯,132,1099,11,5-3/4,2 2 1 6,1:41.50,6.4,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
3,4,7,彪形遨漢(E037),潘頓,蘇偉賢,131,1190,3,3-3/4,9 10 9 4,1:41.22,4.7,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
0,1,8,謎語(D491),莫雷拉,徐雨石,126,1018,10,-,3 3 5 1,1:40.60,4.3,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,True,True
6,7,9,波哥哥(E239),希威森,苗禮德,126,1138,1,5-3/4,4 5 7 7,1:41.51,52.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
10,11,10,插班生(E032),巫顯東,何良,124,1200,4,10-3/4,1 1 2 11,1:42.32,95.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
4,5,11,堅有料(C011),麥道朗,方嘉柏,123,1276,12,5-1/4,12 9 8 5,1:41.43,10.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,False
2,3,12,又享耆成(E069),楊明綸,容天鵬,118,1041,7,2-1/2,7 6 4 3,1:40.98,10.0,2021-12-08,1,跑馬地,第五班,1650米,好地,"HK$ 780,000",8,12,False,True
4,5,1,紫菜福星(C440),何澤堯,呂健威,133,1166,10,4-1/4,10 10 9 5,1:40.46,14.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
1,2,2,二雋(D415),潘頓,蔡約翰,133,1029,11,3/4,12 12 12 2,1:39.92,3.3,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,True
0,1,3,成才(B085),薛恩,大衛希斯,132,1164,3,-,1 1 1 1,1:39.78,4.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,True,True
3,4,4,機緣巧俠(C358),莫雷拉,文家良,132,1094,9,3-1/2,8 8 7 4,1:40.33,7.6,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
11,12,5,安寶(E407),麥道朗,方嘉柏,131,1075,6,14-1/2,2 2 6 12,1:42.11,63.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
8,9,6,大地歡笑(E353),馬雅,沈集成,130,1120,12,7-1/4,5 3 2 9,1:40.93,43.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
7,8,7,皆大開心(D364),蔡明紹,容天鵬,125,1196,7,5-3/4,9 9 8 8,1:40.71,5.2,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
2,3,8,海島材子(D219),巴米高,姚本輝,123,1069,5,1-3/4,7 6 3 3,1:40.07,8.7,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,True
5,6,9,天德(E128),希威森,霍利時,120,1147,8,5,11 11 11 6,1:40.58,92.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
10,11,10,雲彩飛揚(E122),黃皓楠,葉楚航,117,1005,4,11-1/4,6 7 10 11,1:41.59,129.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
9,10,11,幸運勇駒(E292),梁家俊,蘇保羅,116,1107,1,10-1/4,3 4 4 10,1:41.41,75.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
6,7,12,安逸寧靜(D189),巴度,蘇偉賢,115,1035,2,5-1/4,4 5 5 7,1:40.63,10.0,2021-12-08,2,跑馬地,第四班,1650米,好地,"HK$ 1,040,000",3,12,False,False
0,1,1,當家信心(E153),莫雷拉,蔡約翰,133,1132,10,-,12 12 1,1:10.06,8.7,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,True,True
3,4,2,神朗金剛(D177),潘頓,葉楚航,131,1079,3,2-1/2,6 4 4,1:10.46,3.4,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
2,3,3,合金皇(D287),賀銘年,丁冠豪,129,1109,9,2-1/4,1 1 3,1:10.41,10.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,True
6,7,4,勁得裕(D488),希威森,文家良,129,1037,7,4,7 7 7,1:10.72,120.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
10,11,5,鼓浪陽光(E063),波健士,呂健威,128,1168,8,11-1/2,9 11 11,1:11.89,57.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
7,8,6,隨喜(E085),薛恩,蘇保羅,128,1117,1,4-1/2,8 8 8,1:10.78,22.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
5,6,7,摘星之光(D007),梁家俊,蘇偉賢,128,1116,6,3-3/4,10 9 6,1:10.65,4.9,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
4,5,8,怪獸媽媽(D408),莫雅,高伯新,127,1283,2,3-1/4,3 2 5,1:10.58,3.8,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
9,10,9,電子寶貝(E088),霍宏聲,方嘉柏,120,1100,12,8-1/4,5 6 10,1:11.36,44.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
8,9,10,挺秀精神(E027),潘明輝,告東尼,118,1201,11,5,2 3 9,1:10.85,23.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
1,2,11,坪山新星(C242),蔡明紹,鄭俊偉,119,1024,4,1-1/2,11 10 2,1:10.30,14.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,True
11,12,12,威力喜(D074),巴度,霍利時,115,998,5,16-1/4,4 5 12,1:12.66,24.0,2021-12-08,3,跑馬地,第五班,1200米,好地,"HK$ 780,000",1,12,False,False
9,10,1,無限商機(C432),巴米高,文家良,133,1172,12,3-3/4,7 10 10,0:58.05,44.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
1,2,2,富高八斗(B473),巴度,姚本輝,132,1134,7,1/2,3 4 2,0:57.57,5.8,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,True
8,9,3,高耀智星(C067),莫雅,苗禮德,131,1142,3,3-1/4,11 12 9,0:57.98,12.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
7,8,4,電訊火箭(C137),莫雷拉,徐雨石,130,1117,2,2-3/4,6 7 8,0:57.91,16.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
11,12,5,萬里飛至(E204),連達文,蘇偉賢,129,1069,9,6-1/2,9 8 12,0:58.49,22.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
5,6,6,二話不說(C134),杜苑欣,葉楚航,129,1127,10,1-3/4,12 11 6,0:57.73,18.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
6,7,7,過河勁卒(C381),麥道朗,蔡約翰,129,1088,11,2-1/4,5 5 7,0:57.81,19.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
0,1,8,佳運發(E435),馬昆,大衛希斯,127,1137,6,-,2 2 1,0:57.47,3.5,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,True,True
3,4,9,飛騰騅(E494),希威森,方嘉柏,125,1033,1,1-1/2,4 3 4,0:57.69,8.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
10,11,10,超額認購(C361),川田將雅,賀賢,124,1175,5,4-1/2,8 6 11,0:58.17,19.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
2,3,11,電路七號(D474),潘頓,告東尼,121,1101,4,3/4,1 1 3,0:57.58,4.4,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,True
4,5,12,快一步(D454),何澤堯,蘇保羅,120,1148,8,1-1/2,10 9 5,0:57.73,22.0,2021-12-08,4,跑馬地,第四班,1000米,好地,"HK$ 1,248,000",8,12,False,False
8,9,1,白鷺飛翔(A127),麥道朗,苗禮德,133,1191,6,6,10 10 11 9,1:40.85,7.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
7,8,2,進力之城(D113),川田將雅,韋達,132,1108,7,4-1/4,8 9 9 8,1:40.55,30.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
6,7,3,好運寶寶(D372),何澤堯,告東尼,130,1203,5,3-1/4,4 4 5 7,1:40.40,9.1,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
2,3,4,博愛之光(E139),莫雅,大衛希斯,128,1030,1,1-1/4,6 6 6 3,1:40.09,3.9,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,True
0,1,5,怪獸奇兵(E369),杜苑欣,文家良,128,1105,12,-,2 2 2 1,1:39.88,20.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,True,True
11,12,6,盈嘉輝(C080),馬昆,徐雨石,126,1081,11,7-1/4,12 12 12 12,1:41.03,51.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
5,6,7,芙蓉莊(B339),希威森,姚本輝,126,1028,8,2-3/4,5 5 4 6,1:40.34,29.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
9,10,8,大醇威(D150),巴米高,方嘉柏,125,1176,4,6-3/4,1 1 1 10,1:40.94,15.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
3,4,9,焱焱元帥(G053),連達文,蔡約翰,124,1176,10,1-3/4,9 8 8 4,1:40.18,5.9,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
1,2,10,專一(D191),潘頓,葉楚航,122,1073,3,鼻位,7 7 7 2,1:39.88,5.2,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,True
4,5,11,紅磚勇士(C304),莫雷拉,賀賢,120,1078,2,2-3/4,3 3 3 5,1:40.33,10.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
10,11,12,湛江最醒(B406),巴度,蘇偉賢,120,1074,9,7,11 11 10 11,1:41.00,20.0,2021-12-08,5,跑馬地,第四班,1650米,好地,"HK$ 1,248,000",5,12,False,False
3,4,1,駿馬風采(D334),梁家俊,羅富全,133,1213,4,1-1/2,1 2 4,1:10.04,23.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
1,2,2,量化歡騰(D049),麥道朗,韋達,131,1139,7,頸位,4 1 2,1:09.86,11.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,True
9,10,3,開心好友(B466),連達文,姚本輝,129,1169,5,8-1/4,7 7 10,1:11.13,16.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
8,9,4,晨曦飛馬(C351),莫雷拉,方嘉柏,128,1018,11,5-1/4,12 12 9,1:10.64,36.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
5,6,5,帝豪之星(E399),巴度,沈集成,127,1076,8,4,9 8 6,1:10.43,4.7,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
0,1,6,威力奔騰(G045),潘明輝,賀賢,124,1176,10,-,8 10 1,1:09.80,8.8,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,True,True
2,3,7,勇眼光(D487),潘頓,大衛希斯,125,1284,12,1/2,11 11 3,1:09.89,5.4,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,True
4,5,8,爪皇箭火(E420),霍宏聲,霍利時,124,1298,9,3-1/2,10 9 5,1:10.36,38.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
11,12,9,軒轅又牽(D181),楊明綸,丁冠豪,121,1127,6,10-3/4,5 5 12,1:11.52,16.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
10,11,10,美麗歡呼(D436),波健士,蔡約翰,120,1197,1,9,2 3 11,1:11.23,5.8,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
7,8,11,蟲草之凰(E107),何澤堯,呂健威,117,1098,2,4-1/4,6 6 8,1:10.49,4.7,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
6,7,12,信威王子(D383),巫顯東,徐雨石,113,970,3,4,3 4 7,1:10.45,126.0,2021-12-08,6,跑馬地,第四班,1200米,好地,"HK$ 1,040,000",6,12,False,False
2,3,1,玖寶(D056),莫雅,韋達,133,1130,1,3/4,4 5 6 6 3,1:48.70,10.0,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,False,True
9,10,2,電訊巴打(D482),蔡明紹,徐雨石,129,1105,5,5,1 1 1 1 10,1:49.37,17.0,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,False,False
11,12,3,星運子爵(D187),馬昆,方嘉柏,128,1186,3,6-1/4,3 3 3 3 12,1:49.58,10.0,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,False,False
3,4,4,超級軍團(E382),連達文,方嘉柏,124,1208,8,3/4,8 7 5 5 4,1:48.71,6.0,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,False,False
10,11,5,幸福老撾(D321),潘明輝,告東尼,121,1219,10,5-1/4,12 12 12 12 11,1:49.43,65.0,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,False,False
7,8,6,喜駿駒(D479),麥道朗,蔡約翰,123,1073,12,1-3/4,11 10 11 11 8,1:48.84,24.0,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,False,False
4,5,7,太陽威威(C111),薛恩,羅富全,122,1094,11,3/4,2 2 2 2 5,1:48.72,32.0,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,False,False
6,7,8,歡欣福星(D273),巴度,呂健威,118,1029,4,1-1/2,7 8 9 9 7,1:48.81,8.9,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,False,False
5,6,9,熱血鬥士(C360),波健士,告東尼,116,1148,6,1-1/4,9 9 8 8 6,1:48.76,40.0,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,False,False
1,2,10,北極光(D105),梁家俊,賀賢,116,1089,7,頸位,6 6 7 7 2,1:48.63,6.4,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,False,True
8,9,11,金哥兒(E236),莫雷拉,苗禮德,116,1209,9,2-3/4,10 11 10 10 9,1:49.01,15.0,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,False,False
0,1,12,俏芳華(E106),何澤堯,羅富全,116,1069,2,-,5 4 4 4 1,1:48.58,2.8,2021-12-08,9,跑馬地,第二班,1800米,好地,"HK$ 2,400,000",12,12,True,True
1,2,1,包裝長勝(E373),蘇銘倫,沈集成,133,1166,12,頭位,2 3 2 2,1:21.94,3.8,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,True
4,5,2,利害了(C367),陳嘉熙,韋達,126,1132,5,1-3/4,4 5 5 5,1:22.19,16.0,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,False
7,8,3,紅旺(C341),黃皓楠,葉楚航,126,1212,8,3-1/2,1 1 1 8,1:22.48,69.0,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,False
8,9,4,川河冠駒(G139),何澤堯,方嘉柏,128,1011,7,4,13 12 12 9,1:22.55,25.0,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,False
13,14,5,美好世界(E315),莫雅,羅富全,125,1176,9,8-3/4,3 2 3 14,1:23.31,5.4,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,False
2,3,6,極速飛彈(E199),馬昆,姚本輝,125,1109,13,1-1/4,10 11 11 3,1:22.11,97.0,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,True
3,4,7,拍馬難追(E234),田泰安,苗禮德,123,1143,14,1-1/2,7 8 10 4,1:22.13,9.3,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,False
11,12,8,明月輝煌(E173),巫顯東,徐雨石,119,1192,10,5,8 6 7 12,1:22.72,233.0,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,False
12,13,9,好好心得(D433),巴度,蘇保羅,120,1077,2,6-1/2,12 14 14 13,1:22.93,171.0,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,False
10,11,10,威之星(E132),潘明輝,賀賢,117,1075,1,5,6 4 4 11,1:22.69,11.0,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,False
9,10,11,新境界(D458),梁家俊,文家良,118,1225,11,4-1/4,11 9 8 10,1:22.59,108.0,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,False
0,1,12,少爺仔(G094),馬雅,高伯新,117,1226,4,-,9 10 9 1,1:21.90,57.0,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,True,True
5,6,13,蝦餃燒賣(E147),楊明綸,丁冠豪,116,1163,6,3-1/4,14 13 13 6,1:22.43,91.0,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,False
6,7,14,旋風飛影(E300),莫雷拉,蔡約翰,115,1112,3,3-1/2,5 7 6 7,1:22.45,2.5,2021-12-12,10,沙田,第三班,1400米,好地,"HK$ 1,570,000",12,14,False,False
0,1,1,百步穿雲(A165),潘頓,賀賢,133,1143,7,-,5 4 4 1,1:34.32,8.7,2021-12-12,1,沙田,第二班,1600米,好地,"HK$ 2,400,000",1,8,True,True
4,5,2,加州十大(E045),巴度,告東尼,114,1100,2,1-1/2,4 5 5 5,1:34.55,16.0,2021-12-12,1,沙田,第二班,1600米,好地,"HK$ 2,400,000",1,8,False,False
1,2,3,喜譽寶(E463),莫雷拉,蔡約翰,115,1123,8,1/2,1 2 2 2,1:34.42,1.8,2021-12-12,1,沙田,第二班,1600米,好地,"HK$ 2,400,000",1,8,False,True
6,7,4,一定美麗(E279),波健士,蔡約翰,113,1165,5,2-1/2,6 7 8 7,1:34.72,8.1,2021-12-12,1,沙田,第二班,1600米,好地,"HK$ 2,400,000",1,8,False,False
5,6,5,倬躍錦標(E133),楊明綸,大衛希斯,113,1180,6,1-1/2,7 6 7 6,1:34.56,45.0,2021-12-12,1,沙田,第二班,1600米,好地,"HK$ 2,400,000",1,8,False,False
2,3,6,多巴先生(G103),蔡明紹,方嘉柏,113,1163,1,1,8 8 6 3,1:34.50,14.0,2021-12-12,1,沙田,第二班,1600米,好地,"HK$ 2,400,000",1,8,False,True
3,4,7,保羅承傳(C517),潘明輝,羅富全,112,1070,3,1-1/4,2 1 1 4,1:34.52,6.1,2021-12-12,1,沙田,第二班,1600米,好地,"HK$ 2,400,000",1,8,False,False
7,8,8,綠茵神駒(E406),田泰安,苗禮德,113,1074,4,3-1/2,3 3 3 8,1:34.89,10.0,2021-12-12,1,沙田,第二班,1600米,好地,"HK$ 2,400,000",1,8,False,False
5,6,1,快益善(B478),莫雅,沈集成,132,1086,5,1-3/4,7 6 8 9 6,1:47.72,9.2,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,False
0,1,2,疾風明駒(D426),潘頓,蔡約翰,129,1140,11,-,5 5 5 5 1,1:47.45,6.4,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,True,True
8,9,3,安頌(D381),巴度,蘇偉賢,128,1144,4,2-1/4,12 10 11 8 9,1:47.80,11.0,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,False
12,13,4,錶之功能(E446),潘明輝,呂健威,125,1035,12,7-3/4,10 13 12 14 13,1:48.70,34.0,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,False
2,3,5,龍船狀元(G070),蘇銘倫,告東尼,126,1117,3,1,4 3 3 3 3,1:47.62,4.0,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,True
9,10,6,順風寶(G190),希威森,韋達,125,1067,7,4-1/4,3 2 2 1 10,1:48.12,121.0,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,False
11,12,7,飛天神駒(E412),梁家俊,苗禮德,125,985,1,4-3/4,14 14 14 13 12,1:48.20,89.0,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,False
13,14,8,喜蓮心星(E348),薛恩,大衛希斯,124,1194,8,9,1 1 1 2 14,1:48.90,7.9,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,False
6,7,9,精彩非凡(D327),田泰安,方嘉柏,120,1189,2,1-3/4,8 7 7 6 7,1:47.75,17.0,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,False
3,4,10,皇者驕傲(E351),霍宏聲,方嘉柏,120,1090,9,1-1/2,11 9 10 11 4,1:47.70,53.0,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,False
4,5,11,西利哥(D128),莫雷拉,羅富全,120,1133,10,1-1/2,9 11 9 10 5,1:47.70,7.0,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,False
10,11,12,全民佳知(C288),波健士,姚本輝,120,1107,14,4-1/2,6 8 6 7 11,1:48.17,8.4,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,False
1,2,13,超勁勇士(D298),楊明綸,羅富全,116,1108,6,1,2 4 4 4 2,1:47.61,11.0,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,True
7,8,14,其利斷金(B426),蔡明紹,葉楚航,113,1173,13,2,13 12 13 12 8,1:47.76,46.0,2021-12-12,3,沙田,第三班,1800米,好地,"HK$ 1,570,000",2,14,False,False
1,2,1,致勝一擊(G813),戴馬田,莫爾,126,1022,3,1,3 3 3 3 1 2,2:27.24,4.5,2021-12-12,4,沙田,國際一級賽,2400米,好地,"HK$ 20,000,000",2,8,False,True
0,1,2,耀滿瓶(D813),莫雷拉,尾關知人,126,1023,7,-,8 7 7 7 7 1,2:27.07,1.8,2021-12-12,4,沙田,國際一級賽,2400米,好地,"HK$ 20,000,000",2,8,True,True
3,4,3,時時有餘(C465),田泰安,方嘉柏,126,1043,6,6-1/2,7 6 6 6 5 4,2:28.10,22.0,2021-12-12,4,沙田,國際一級賽,2400米,好地,"HK$ 20,000,000",2,8,False,False
4,5,4,愚者眼界(G815),何澤堯,矢作芳人,126,1033,4,8-1/2,2 2 2 2 2 5,2:28.45,13.0,2021-12-12,4,沙田,國際一級賽,2400米,好地,"HK$ 20,000,000",2,8,False,False
5,6,5,業界巨頭(E811),莫雅,岳伯仁,126,1123,2,11,5 5 5 5 6 6,2:28.85,6.1,2021-12-12,4,沙田,國際一級賽,2400米,好地,"HK$ 20,000,000",2,8,False,False
7,8,6,精神威(C345),梁家俊,羅富全,126,1144,1,31-1/4,1 1 1 1 4 8,2:32.09,21.0,2021-12-12,4,沙田,國際一級賽,2400米,好地,"HK$ 20,000,000",2,8,False,False
6,7,7,勇猛神駒(C462),連達文,沈集成,126,1179,8,14-3/4,6 8 8 8 8 7,2:29.44,21.0,2021-12-12,4,沙田,國際一級賽,2400米,好地,"HK$ 20,000,000",2,8,False,False
2,3,8,倚蓬萊(G816),蘇銘倫,羅迪普,122,1020,5,3-1/2,4 4 4 4 3 3,2:27.61,13.0,2021-12-12,4,沙田,國際一級賽,2400米,好地,"HK$ 20,000,000",2,8,False,True
6,7,1,必長勝(E240),巴度,文家良,133,1267,7,5,6 6 7,1:09.75,12.0,2021-12-12,6,沙田,第二班,1200米,好地,"HK$ 2,400,000",11,11,False,False
7,8,2,有理共想(B180),梁家俊,葉楚航,130,1207,8,5-1/2,11 11 8,1:09.85,62.0,2021-12-12,6,沙田,第二班,1200米,好地,"HK$ 2,400,000",11,11,False,False
